source_asset,source_table_or_file,source_column,decision,mask_rule,canonical_outputs,required_for_protocols,reason,notes
farm_pmu,Device_Data_PMU,Equivalent Full Load Hours counter (s),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,GMS Apparent Power (kVA),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,"GMS Apparent Power, Max (kVA)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,"GMS Apparent Power, Min (kVA)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,"GMS Apparent Power, StdDev (kVA)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,GMS Current (A),keep,,farm_pmu__gms_current_a,,Retained by the current dataset-side processing pipeline. Auxiliary farm-operations covariate retained in normalized outputs.,
farm_pmu,Device_Data_PMU,GMS Current L1 (A),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,"GMS Current L1, max (A)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,"GMS Current L1, min (A)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,"GMS Current L1, stdev (A)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,GMS Current L2 (A),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,"GMS Current L2, max (A)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,"GMS Current L2, min (A)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,"GMS Current L2, stdev (A)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,GMS Current L3 (A),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,"GMS Current L3, max (A)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,"GMS Current L3, min (A)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,"GMS Current L3, stdev (A)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,"GMS Current, Max (A)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,"GMS Current, Min (A)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,"GMS Current, StdDev (A)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,GMS Energy Export (kWh),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,GMS Energy Export counter (kWh),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,GMS Energy Import (kWh),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,GMS Energy Import counter (kWh),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,GMS Grid frequency (Hz),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,"GMS Grid frequency, max (Hz)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,"GMS Grid frequency, min (Hz)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,"GMS Grid frequency, stdev (Hz)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,GMS Power (kW),keep,,farm_pmu__gms_power_kw,,Retained by the current dataset-side processing pipeline. Auxiliary farm-operations covariate retained in normalized outputs.,
farm_pmu,Device_Data_PMU,"GMS Power Setpoint, Max (kW)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,"GMS Power Setpoint, Min (kW)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,"GMS Power Setpoint, StdDev (kW)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,GMS Power factor (tanphi),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,GMS Power setpoint (kW),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,"GMS Power, Max (kW)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,"GMS Power, Min (kW)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,"GMS Power, StdDev (kW)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,GMS Reactive Energy Export (kvarh),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,GMS Reactive Energy Export counter (kvarh),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,GMS Reactive Energy Import (kvarh),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,GMS Reactive Energy Import counter (kvarh),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,GMS Reactive power (kvar),keep,,farm_pmu__gms_reactive_power_kvar,,Retained by the current dataset-side processing pipeline. Auxiliary farm-operations covariate retained in normalized outputs.,
farm_pmu,Device_Data_PMU,"GMS Reactive power, Max (kvar)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,"GMS Reactive power, Min (kvar)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,"GMS Reactive power, StdDev (kvar)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,GMS Voltage (V),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,GMS Voltage L1 (V),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,"GMS Voltage L1, StdDev (V)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,"GMS Voltage L1, max (V)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,"GMS Voltage L1, min (V)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,GMS Voltage L2 (V),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,"GMS Voltage L2, StdDev (V)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,"GMS Voltage L2, max (V)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,"GMS Voltage L2, min (V)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,GMS Voltage L3 (V),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,"GMS Voltage L3, StdDev (V)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,"GMS Voltage L3, max (V)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,"GMS Voltage L3, min (V)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,"GMS Voltage, Max (V)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,"GMS Voltage, Min (V)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,"GMS Voltage, StdDev (V)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,Meter Net Energy (kWh),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,Meter Virtual Production (kWh),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,Power Meter Performance Ratio,drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,Power Meter Performance Ratio Time Window,drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,Production Meter Data Availability,drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,Production Meter Performance Ratio (IEC),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,Site average solar irradiation (Wh/m2),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
farm_pmu,Device_Data_PMU,Site average solar irradiation counter (Wh/m2),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
signal_mapping,dataSignalMapping,Greenbyte Signal ID,drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
signal_mapping,dataSignalMapping,Greenbyte Title,drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
signal_mapping,dataSignalMapping,Manufacturer Title,drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
signal_mapping,dataSignalMapping,Unit,drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
status_events,Status,Code,keep,,code,,Retained by the current dataset-side processing pipeline. Required to build normalized event features.,
status_events,Status,Comment,drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
status_events,Status,Custom contract category,drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
status_events,Status,Duration,drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
status_events,Status,Global contract category,drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
status_events,Status,IEC category,keep,,iec_category,,Retained by the current dataset-side processing pipeline. Required to build normalized event features.,
status_events,Status,Message,drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
status_events,Status,Service contract category,keep,,service_contract_category,,Retained by the current dataset-side processing pipeline. Required to build normalized event features.,
status_events,Status,Status,keep,,status,,Retained by the current dataset-side processing pipeline. Required to build normalized event features.,
status_events,Status,Timestamp end,keep,,event_end,,Retained by the current dataset-side processing pipeline. Required to build normalized event features.,
status_events,Status,Timestamp start,keep,,event_start,,Retained by the current dataset-side processing pipeline. Required to build normalized event features.,
turbine_scada,Turbine_Data,Ambient temperature (converter) (°C),keep,,Ambient temperature (converter) (°C),,Retained by the current dataset-side processing pipeline. Auxiliary turbine covariate retained in normalized outputs.,
turbine_scada,Turbine_Data,"Ambient temperature (converter), Max (°C)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Ambient temperature (converter), Min (°C)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Ambient temperature (converter), StdDev (°C)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Apparent power (kVA),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Apparent power, Max (kVA)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Apparent power, Min (kVA)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Apparent power, StdDev (kVA)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Available Capacity for Production (Planned) (kW),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Available Capacity for Production (Planning deviation) (%),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Available Capacity for Production (Planning deviation) (kW),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Available Capacity for Production (kW),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Blade angle (pitch position) A (°),keep,,Blade angle (pitch position) A (°),,Retained by the current dataset-side processing pipeline. Auxiliary turbine covariate retained in normalized outputs.,
turbine_scada,Turbine_Data,"Blade angle (pitch position) A, Max (°)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Blade angle (pitch position) A, Min (°)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Blade angle (pitch position) A, Standard deviation (°)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Blade angle (pitch position) B (°),keep,,Blade angle (pitch position) B (°),,Retained by the current dataset-side processing pipeline. Auxiliary turbine covariate retained in normalized outputs.,
turbine_scada,Turbine_Data,"Blade angle (pitch position) B, Max (°)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Blade angle (pitch position) B, Min (°)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Blade angle (pitch position) B, Standard deviation (°)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Blade angle (pitch position) C (°),keep,,Blade angle (pitch position) C (°),,Retained by the current dataset-side processing pipeline. Auxiliary turbine covariate retained in normalized outputs.,
turbine_scada,Turbine_Data,"Blade angle (pitch position) C, Max (°)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Blade angle (pitch position) C, Min (°)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Blade angle (pitch position) C, Standard deviation (°)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,CPU temperature (°C),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"CPU temperature, Max (°C)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"CPU temperature, Min (°C)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"CPU temperature, StdDev (°C)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Cable windings from calibration point,drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Cable windings from calibration point, Max",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Cable windings from calibration point, Min",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Cable windings from calibration point, StdDev",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Capacity factor,drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Cascading potential power (kW),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Cascading potential power for performance (kW),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Compensated Lost Production (kWh),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Current L1 / U (A),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Current L1 / U, StdDev (A)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Current L1 / U, max (A)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Current L1 / U, min (A)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Current L2 / V (A),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Current L2 / V, StdDev (A)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Current L2 / V, max (A)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Current L2 / V, min (A)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Current L3 / W (A),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Current L3 / W, StdDev (A)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Current L3 / W, max (A)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Current L3 / W, min (A)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Data Availability,drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Date and time,keep,,timestamp,all,Retained by the current dataset-side processing pipeline. Timestamp key.,
turbine_scada,Turbine_Data,Density adjusted wind speed (m/s),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Drive train acceleration (mm/s2),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Drive train acceleration (mm/ss),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Drive train acceleration, Max (mm/s2)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Drive train acceleration, Max (mm/ss)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Drive train acceleration, Min (mm/s2)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Drive train acceleration, Min (mm/ss)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Drive train acceleration, StdDev (mm/s2)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Drive train acceleration, StdDev (mm/ss)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Energy Budget (weather adjusted) (kWh),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Energy Budget - Default (kWh),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Energy Export (kWh),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Energy Export counter (kWh),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Energy Import (kWh),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Energy Import counter (kWh),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Energy Theoretical (kWh),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Equivalent Full Load Hours (s),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Equivalent Full Load Hours counter (s),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Front bearing temperature (°C),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Front bearing temperature, Max (°C)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Front bearing temperature, Min (°C)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Front bearing temperature, Standard deviation (°C)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Gear oil inlet pressure (bar),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Gear oil inlet pressure, Max (bar)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Gear oil inlet pressure, Min (bar)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,"Gear oil inlet pressure, StdDev (bar)",drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
turbine_scada,Turbine_Data,Gear oil inlet temperature (°C),drop,,,,Dropped before silver to avoid rebuilding unused raw columns. Not required by the supported farm task bundles.,
